CRAFTABLE PLANS LIST	Y/N	QUALITY	TYPE	STATION	CATEGORY	STYLE	RELEASE	NOTES
Solitude Carpet, Wolf's-Head Border		Epic	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Cart, Work		Superior	Blueprint	Woodworking	Courtyard	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Cauldron, Flat-Bottomed		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Cauldron, Hanging		Fine	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Cauldron, Metal Empty		Fine	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Censer, Pagoda		Epic	Sketch	Jewelry	Undercroft	Solitude	Greymoor	
Solitude Censer, Wolf-Head		Epic	Sketch	Jewelry	Undercroft	Solitude	Greymoor	
Solitude Chair, Wicker		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Chair, Wood		Fine	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Chandelier, Horns		Superior	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Chandelier, Steel		Epic	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Chest of Drawers, Noble		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Chest of Drawers, Wide Noble		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Counter, Rustic Bar		Fine	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Counter, Rustic Bar Corner		Fine	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Desk, Ornate		Epic	Blueprint	Woodworking	Library	Solitude	Greymoor	
Solitude Dinner Bowl, Hearty Stew		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Dinner Bowl, Vegetable Soup		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Display Shelf, Noble		Epic	Blueprint	Woodworking	Library	Solitude	Greymoor	
Solitude Display Shelf, Noble Filled		Epic	Blueprint	Woodworking	Library	Solitude	Greymoor	
Solitude Door, Arched Wooden		Epic	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Dresser, Rustic		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Dresser, Rustic Shelves		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Drinking Horn, Ivory		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Drying Rack, Stockfish		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Fireplace, Kitchen		Epic	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Fireplace, Ornate		Epic	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Foot Bridge, Wood-Planked		Superior	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Footstool, Wood		Fine	Blueprint	Woodworking	Workshop	Solitude	Greymoor	
Solitude Frying Pan, Long-Handled		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Frying Pan, Trivet		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Frying Pan, Wood Handle		Fine	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Game, Blood-On-The-Snow		Legendary	Blueprint	Woodworking	Parlor	Solitude	Stonethorn	Master Writ Furnishing
Solitude Game, Warrior and the Wolf		Epic	Blueprint	Woodworking	Parlor	Solitude	Greymoor	
Solitude Gate, Wood		Epic	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Goblet, Covered		Epic	Sketch	Jewelry	Hearth	Solitude	Greymoor	
Solitude Goblet, Knotwork		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Goblet, Noble		Superior	Sketch	Jewelry	Hearth	Solitude	Greymoor	
Solitude Gravy Boat, Metal		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Hammer, Simple		Fine	Diagram	Blacksmithing	Workshop	Solitude	Greymoor	
Solitude Hand Mirror, Elegant		Superior	Diagram	Blacksmithing	Suite	Solitude	Greymoor	
Solitude Hand Mirror, Ornate		Superior	Diagram	Blacksmithing	Suite	Solitude	Greymoor	
Solitude Hand-Drill, Simple		Superior	Diagram	Blacksmithing	Workshop	Solitude	Greymoor	
Solitude Hearth, Rounded Tall		Legendary	Praxis	Enchanting	Structures	Solitude	Flames of Ambition	Master Writ Furnishing
Solitude Jewelry Box, Copper and Agate		Superior	Sketch	Jewelry	Parlor	Solitude	Greymoor	
Solitude Jewelry Box, Wolf's-Head		Superior	Blueprint	Woodworking	Parlor	Solitude	Greymoor	
Solitude Lantern, Hanging		Epic	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Lantern, Table		Superior	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Loom, Warp-Weighted		Legendary	Pattern	Clothing	Workshop	Solitude	Stonethorn	Master Writ Furnishing
Solitude Meal, Rustic		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Melting Pot, Double Boiler		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Mirror, Noble Full-Length		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Cabinet		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Drawers		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Noble		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Noble Cabinet		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Noble Drawers		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Round		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Rustic Shelves		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Nightstand, Square		Fine	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Patching Kit, Well-Worn		Superior	Pattern	Clothing	Workshop	Solitude	Greymoor	
Solitude Pew, Noble		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Pew, Noble Long		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Pew, Ornate		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Pew, Ornate Long		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Pew, Sturdy		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Pew, Sturdy Long		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Picnic Basket, Wicker		Superior	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Pillar Base, Wood		Superior	Blueprint	Woodworking	Courtyard	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Platform, Ornate Tile		Superior	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Platform, Square Wooden		Superior	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Platter, Ribs		Epic	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Post, Stone Wall		Superior	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Pot, Large Ceramic		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Pot, Narrow Metal		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Pot, Stout Metal		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Pot, Wide Metal		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Rain Barrel, Empty		Fine	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Rug, Cowhide		Superior	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Rug, Knotwork		Superior	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Rug, Plain		Fine	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Rug, Snow Bear		Superior	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Runner, Grand Wolf's-Head Border		Epic	Pattern	Clothing	Parlor	Solitude	Greymoor	
Solitude Sconce, Candle		Fine	Praxis	Enchanting	Lighting	Solitude	Greymoor	
Solitude Sconce, Candle Embellished		Superior	Praxis	Enchanting	Lighting	Solitude	Greymoor	
Solitude Sconce, Horn		Fine	Design	Provisioning	Lighting	Solitude	Greymoor	
Solitude Sconce, Lantern		Epic	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Sconce, Torch		Superior	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Sconce, Wolf's-Head Lantern		Epic	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Sconce, Wrought Iron		Superior	Diagram	Blacksmithing	Lighting	Solitude	Greymoor	
Solitude Scraper, Simple		Fine	Diagram	Blacksmithing	Workshop	Solitude	Greymoor	
Solitude Serving Basket, Wicker		Superior	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Serving Bowl, Metal		Superior	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Serving Bowl, Verdigris		Superior	Sketch	Jewelry	Hearth	Solitude	Greymoor	
Solitude Serving Bowl, Wood		Fine	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Serving Dish, Metal		Epic	Diagram	Blacksmithing	Hearth	Solitude	Greymoor	
Solitude Serving Dish, Wood		Fine	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Serving Pot, Hearty Stew		Epic	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Serving Pot, Vegetable Soup		Epic	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Serving Tray, Wood		Superior	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Shed, Wood Lean-To		Fine	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Sideboard, Rustic		Fine	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Skewer, Twisted Iron		Superior	Diagram	Blacksmithing	Workshop	Solitude	Greymoor	
Solitude Smoking Rack, Fish		Legendary	Design	Provisioning	Hearth	Solitude	Stonethorn	Master Writ Furnishing
Solitude Smoking Rack, Sausage		Epic	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Stairway, Stone		Fine	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Stall, Covered Merchant		Superior	Pattern	Clothing	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Stall, Merchant		Fine	Blueprint	Woodworking	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Stein, Rustic		Fine	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Streetlight, Paired		Epic	Praxis	Enchanting	Lighting	Solitude	Greymoor	
Solitude Streetlight, Single		Epic	Praxis	Enchanting	Lighting	Solitude	Greymoor	
Solitude Strongbox, Iron Bands		Epic	Diagram	Blacksmithing	Suite	Solitude	Greymoor	
Solitude Strongbox, Iron Hunt Relief		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Table, Circular Ornate		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Circular Ornate Small		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Grand Noble		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Round		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Round Small		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Rustic		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Rustic Large		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Square		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Square Low		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Square Ornate		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Table, Square Ornate Low		Epic	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Tent, Enclosed		Epic	Pattern	Clothing	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Tent, Open		Epic	Pattern	Clothing	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Travel Chest, Practical		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Tray, Fresh Eel		Epic	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Tray, Stockfish		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Trestle, Ornate		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Trestle, Ornate Large		Superior	Blueprint	Woodworking	Dining	Solitude	Greymoor	
Solitude Trough, Empty		Fine	Blueprint	Woodworking	Workshop	Solitude	Greymoor	
Solitude Trunk, Knotwork		Superior	Diagram	Blacksmithing	Suite	Solitude	Greymoor	
Solitude Urn, Ceramic		Fine	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Vase, Large Sealed		Superior	Design	Provisioning	Hearth	Solitude	Greymoor	
Solitude Wagon, Sturdy		Epic	Blueprint	Woodworking	Courtyard	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Walkway, Stone		Fine	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Wall Mirror, Noble		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Wall Mirror, Ornate		Epic	Diagram	Blacksmithing	Suite	Solitude	Greymoor	
Solitude Wall, Curved Stone		Superior	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Wall, Low Curved Stone		Fine	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Wall, Low Stone		Fine	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Wall, Stone		Fine	Praxis	Enchanting	Structures	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Wardrobe, Noble		Epic	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Wardrobe, Rustic		Superior	Blueprint	Woodworking	Suite	Solitude	Greymoor	
Solitude Wedge Pick, Simple		Fine	Diagram	Blacksmithing	Workshop	Solitude	Greymoor	
Solitude Well, Covered		Superior	Praxis	Enchanting	Courtyard	Solitude	Stonethorn	Drops From Solitude Dailies
Solitude Well, Noble		Legendary	Blueprint	Woodworking	Courtyard	Solitude	Flames of Ambition	Master Writ Furnishing
Solitude Wine Rack, Noble Full		Epic	Blueprint	Woodworking	Hearth	Solitude	Greymoor	
Solitude Yarn Rack, Colorful		Legendary	Pattern	Clothing	Workshop	Solitude	Flames of Ambition	Master Writ Furnishing
Stockade		Epic	Blueprint	Woodworking	Undercroft	Miscellaneous	Homestead	
Stool, Carved		Fine	Blueprint	Woodworking	Workshop	Miscellaneous	Homestead	
Sugar Pumpkin, Wax		Fine	Design	Provisioning	Hearth	Plain Food	Homestead	
Sweetroll		Epic	Design	Provisioning	Hearth	Plain Food	Homestead	
Table, Blackmarrow Slab		Epic	Praxis	Enchanting	Dining	Miscellaneous	Dragon Bones	Final Boss Fang Lair Or Scalecaller Peak
Tangerines, Bunch		Superior	Design	Provisioning	Hearth	Plain Food	Homestead	
Target Centurion, Dwarf-Brass		Legendary	Praxis	Enchanting	Services	Dwarven	Morrowind / Clockwork	Master Writ Furnishing
Target Centurion, Robust Refabricated		Legendary	Praxis	Enchanting	Services	Dwarven	Morrowind / Clockwork	Master Writ Furnishing
Target Skeleton, Humanoid		Legendary	Praxis	Enchanting	Services	Miscellaneous	Homestead	Master Writ Furnishing
Target Skeleton, Robust Humanoid		Legendary	Praxis	Enchanting	Services	Miscellaneous	Homestead	Master Writ Furnishing
Telvanni Arched Light, Organic Azure		Epic	Praxis	Enchanting	Lighting	Telvanni	Morrowind / Clockwork	
Telvanni Armchair, Organic		Epic	Praxis	Enchanting	Dining	Telvanni	Morrowind / Clockwork	
Telvanni Bed, Organic		Epic	Praxis	Enchanting	Suite	Telvanni	Morrowind / Clockwork	
Telvanni Bookcase, Organic		Epic	Praxis	Enchanting	Library	Telvanni	Morrowind / Clockwork	
Telvanni Candelabra, Masterwork		Legendary	Blueprint	Woodworking	Lighting	Telvanni	Morrowind / Clockwork	Master Writ Furnishing
Telvanni Candelabra, Organic		Epic	Praxis	Enchanting	Lighting	Telvanni	Morrowind / Clockwork	
Telvanni Chair, Organic		Epic	Praxis	Enchanting	Dining	Telvanni	Morrowind / Clockwork	
Telvanni Desk, Organic		Epic	Praxis	Enchanting	Library	Telvanni	Morrowind / Clockwork	
Telvanni End Table, Organic		Epic	Praxis	Enchanting	Parlor	Telvanni	Morrowind / Clockwork	
Telvanni Lamp, Organic Azure		Epic	Praxis	Enchanting	Lighting	Telvanni	Morrowind / Clockwork	
Telvanni Lantern, Organic Azure		Epic	Praxis	Enchanting	Lighting	Telvanni	Morrowind / Clockwork	
Telvanni Nightstand, Organic		Epic	Praxis	Enchanting	Suite	Telvanni	Morrowind / Clockwork	
Telvanni Sconce, Organic Azure		Epic	Praxis	Enchanting	Lighting	Telvanni	Morrowind / Clockwork	
Telvanni Shelves, Organic		Epic	Praxis	Enchanting	Library	Telvanni	Morrowind / Clockwork	
Telvanni Sofa, Organic		Epic	Praxis	Enchanting	Parlor	Telvanni	Morrowind / Clockwork	
Telvanni Stool, Organic		Epic	Praxis	Enchanting	Workshop	Telvanni	Morrowind / Clockwork	
Telvanni Table Runner, Bordered Azure		Epic	Praxis	Enchanting	Parlor	Telvanni	Morrowind / Clockwork	
Telvanni Table Runner, Gilded Azure		Epic	Praxis	Enchanting	Parlor	Telvanni	Morrowind / Clockwork	
Telvanni Table, Organic Game		Epic	Praxis	Enchanting	Dining	Telvanni	Morrowind / Clockwork	
Telvanni Table, Organic Grand		Epic	Praxis	Enchanting	Dining	Telvanni	Morrowind / Clockwork	
Telvanni Throne, Organic		Epic	Praxis	Enchanting	Gallery	Telvanni	Morrowind / Clockwork	
Tongs, Forge		Superior	Diagram	Blacksmithing	Workshop	Miscellaneous	Homestead	
Tools, Case		Legendary	Blueprint	Woodworking	Workshop	Miscellaneous	Homestead	Master Writ Furnishing
Tribunal Tablet of Almalexia		Epic	Praxis	Enchanting	Gallery	Dark Elf	Morrowind / Clockwork	
Vampiric Alchemy Rack, Tubes		Superior	Formula	Alchemy	Workshop	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Armchair, Ornate		Epic	Blueprint	Woodworking	Dining	Vampiric	Greymoor	
Vampiric Bed, Canopy		Epic	Pattern	Clothing	Suite	Vampiric	Greymoor	
Vampiric Bed, Full		Epic	Pattern	Clothing	Suite	Vampiric	Greymoor	
Vampiric Bed, Single		Superior	Pattern	Clothing	Suite	Vampiric	Greymoor	
Vampiric Bookcase, Arched		Superior	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Bookcase, Arched Filled		Epic	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Bookcase, Short		Superior	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Bookcase, Short Filled		Epic	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Bookcase, Tall		Superior	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Bookcase, Tall Filled		Epic	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Brazier, Taloned		Epic	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Cabinet, Ornate		Epic	Blueprint	Woodworking	Hearth	Vampiric	Greymoor	
Vampiric Cabinet, Wall		Epic	Blueprint	Woodworking	Hearth	Vampiric	Greymoor	
Vampiric Candlestick		Superior	Diagram	Blacksmithing	Lighting	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Carpet, Grand Sigil		Epic	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Carpet, Large		Epic	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Carpet, Sigil		Epic	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Carpet, Standard		Superior	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Cauldron, Distilled Coagulant		Legendary	Formula	Alchemy	Workshop	Vampiric	Flames of Ambition	Master Writ Furnishing
Vampiric Chair, Fanged		Epic	Blueprint	Woodworking	Dining	Vampiric	Greymoor	
Vampiric Chandelier, Amber Fanged		Epic	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Chandelier, Azura Wrough-Iron		Legendary	Diagram	Blacksmithing	Lighting	Vampiric	Stonethorn	Master Writ Furnishing
Vampiric Desk, Polished		Epic	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Divider, Ornate		Epic	Blueprint	Woodworking	Suite	Vampiric	Greymoor	
Vampiric Drapes, Pulled Back		Superior	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Drapes, Tall		Superior	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Drapes, Tall Arch		Superior	Pattern	Clothing	Parlor	Vampiric	Greymoor	
Vampiric Dresser, Polished		Epic	Blueprint	Woodworking	Suite	Vampiric	Greymoor	
Vampiric Goblet, Fluted		Superior	Design	Provisioning	Hearth	Vampiric	Greymoor	
Vampiric Goblet, Full		Superior	Design	Provisioning	Hearth	Vampiric	Greymoor	
Vampiric Lab Jar, Large		Superior	Formula	Alchemy	Undercroft	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Lab Jar, Red Gelatinous		Fine	Formula	Alchemy	Undercroft	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Lab Jar, Small		Fine	Formula	Alchemy	Undercroft	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Lamp, Amber Tall		Superior	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Lamp, Amber Triple		Superior	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Lamp, Azure Triple		Superior	Praxis	Enchanting	Lighting	Vampiric	Waking Flame	Dropped From Witches Festival 2021
Vampiric Lectern, Polished		Superior	Blueprint	Woodworking	Library	Vampiric	Greymoor	
Vampiric Lightpost, Amber Double		Epic	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Lightpost, Amber Single		Epic	Praxis	Enchanting	Lighting	Vampiric	Greymoor	
Vampiric Mirror, Standing		Epic	Diagram	Blacksmithing	Suite	Vampiric	Greymoor	
Vampiric Pew, Ornate		Epic	Blueprint	Woodworking	Dining	Vampiric	Greymoor	
