Name	Quality	Category	Resin	Wax	Ochre	Rune	Wood	Regulus	Bast	Pelt	Patch	Mat Sum
Vampiric Bed, Canopy	epic	Suite	7.0				10.0		13.0		Greymoor	30.0
Vampiric Bed, Full	epic	Suite	7.0				10.0		13.0		Greymoor	30.0
Vampiric Bed, Single	superior	Suite					6.0		9.0		Greymoor	15.0
Vampiric Bookcase, Arched	superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Arched Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Bookcase, Short	superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Short Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Bookcase, Tall	superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Bookcase, Tall Filled	epic	Library		6.0			13.0			10.0	Greymoor	29.0
Vampiric Brazier, Taloned	epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Cabinet, Ornate	epic	Hearth		8.0	6.0		13.0				Greymoor	27.0
Vampiric Cabinet, Wall	epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Vampiric Candlestick	superior	Lighting		5.0				9.0			Waking Flame	14.0
Vampiric Carpet, Grand Sigil	epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Carpet, Large	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Vampiric Carpet, Sigil	epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Carpet, Standard	superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Cauldron, Distilled Coagulant	legendary	Workshop	13.0	10.0	8.0			15.0			Flames of Ambition	46.0
Vampiric Chair, Fanged	epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Chandelier, Amber Fanged	epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Chandelier, Azure Wrought-Iron	legendary	Lighting		10.0		15.0		15.0			Stonethorn	40.0
Vampiric Desk, Polished	epic	Library	7.0	8.0			13.0				Greymoor	28.0
Vampiric Divider, Ornate	epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Vampiric Drapes, Pulled Back	superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Drapes, Tall	superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Drapes, Tall Arch	superior	Parlor	6.0						9.0		Greymoor	15.0
Vampiric Dresser, Polished	epic	Suite	7.0	8.0			13.0				Greymoor	28.0
Vampiric Goblet, Fluted	superior	Hearth		7.0	5.0						Greymoor	12.0
Vampiric Goblet, Full	superior	Hearth		7.0	5.0						Greymoor	12.0
Vampiric Lab Jar, Large	superior	Undercroft	8.0	5.0							Waking Flame	13.0
Vampiric Lab Jar, Red Gelatinous	fine	Undercroft	5.0								Waking Flame	5.0
Vampiric Lab Jar, Small	fine	Undercroft	5.0								Waking Flame	5.0
Vampiric Lamp, Amber Tall	superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Lamp, Amber Triple	superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Lamp, Azure Triple	superior	Lighting				9.0		6.0			Waking Flame	15.0
Vampiric Lectern, Polished	superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Lightpost, Amber Double	epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Lightpost, Amber Single	epic	Lighting			6.0	13.0		10.0			Greymoor	29.0
Vampiric Mirror, Standing	epic	Suite			7.0	7.0		13.0			Greymoor	27.0
Vampiric Pew, Ornate	epic	Dining		8.0	6.0		13.0				Greymoor	27.0
Vampiric Rug, Circular Sigil	epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Rug, Triangular Sigil	epic	Parlor	9.0			7.0			13.0		Greymoor	29.0
Vampiric Runner, Grand	epic	Parlor	9.0	6.0					13.0		Greymoor	28.0
Vampiric Sconce, Amber	superior	Lighting				9.0		6.0			Greymoor	15.0
Vampiric Sconce, Azure	superior	Lighting				9.0		6.0			Waking Flame	15.0
Vampiric Sideboard, Long	superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Sideboard, Racks	epic	Hearth	7.0	8.0			13.0				Greymoor	28.0
Vampiric Sideboard, Shelves	superior	Library		5.0			9.0				Greymoor	14.0
Vampiric Table, Circular	epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Table, Grand	epic	Dining	7.0	8.0			13.0				Greymoor	28.0
Vampiric Table, Small	superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Table, Square Low	superior	Dining		5.0			9.0				Greymoor	14.0
Vampiric Trunk, Ornate Metal	superior	Suite					6.0	9.0			Greymoor	15.0
Vampiric Trunk, Polished Wood	superior	Suite					9.0	6.0			Greymoor	15.0
Vampiric Wall Mirror	epic	Suite			7.0	7.0		13.0			Greymoor	27.0
Vampiric Wardrobe, Ornate	epic	Suite		8.0	6.0		13.0				Greymoor	27.0
Velothi Brazier, Temple	epic	Lighting		8.0		8.0		12.0			Morrowind / Clockwork	28.0
Vial, Delicate	epic	Hearth	11.0	7.0		8.0					Homestead	26.0
Winter Cardinal Painting, Work in Progress	legendary	Gallery	13.0	11.0			11.0			13.0	Stonethorn	48.0
Winter Squash, Display	fine	Hearth		3.0							Homestead	3.0
Witches Corpse, Wrapped	epic	Undercroft		8.0			8.0		12.0		Morrowind / Clockwork	28.0
Wood Elf Awning, Leather	fine	Structures								7.0	Homestead	7.0
Wood Elf Bar, Drying	fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Long	fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Short	fine	Hearth					5.0				Homestead	5.0
Wood Elf Bar, Sturdy	fine	Hearth					5.0				Homestead	5.0
Wood Elf Barrel, Ceramic	superior	Workshop		8.0		6.0		5.0			Homestead	19.0
Wood Elf Basin, Stone	fine	Undercroft				5.0					Homestead	5.0
Wood Elf Bedding, Layered	superior	Suite	6.0	6.0						9.0	Homestead	21.0
Wood Elf Bedding, Padded	epic	Suite	8.0	7.0						11.0	Homestead	26.0
Wood Elf Bedding, Scattered	fine	Suite								7.0	Homestead	7.0
Wood Elf Bin, Blue Feathers	epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Wood Elf Bin, Feathers	epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Bladder, Fermenting	superior	Hearth	5.0	5.0						7.0	Homestead	17.0
Wood Elf Bone Chimes	epic	Undercroft		9.0			6.0			7.0	Homestead	22.0
Wood Elf Bookcase, Leather	superior	Library		6.0			7.0			10.0	Homestead	23.0
Wood Elf Bowl, Striped	superior	Hearth		7.0							Homestead	7.0
Wood Elf Canopy, Braced	superior	Structures		7.0			7.0			11.0	Homestead	25.0
Wood Elf Canopy, Leather	fine	Structures		5.0						7.0	Homestead	12.0
Wood Elf Canopy, Spine	epic	Structures		8.0			9.0			13.0	Homestead	30.0
Wood Elf Cask, Ceramic	superior	Hearth		8.0		6.0	5.0				Homestead	19.0
Wood Elf Cask, Painted	epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Cauldron, Ceramic	superior	Hearth		9.0		5.0		4.0			Homestead	18.0
Wood Elf Cauldron, Stone	fine	Hearth				7.0		4.0			Homestead	11.0
Wood Elf Censer, Hanging	epic	Undercroft		8.0				6.0		6.0	Homestead	20.0
Wood Elf Chair, Leather	superior	Dining		6.0			5.0			8.0	Homestead	19.0
Wood Elf Counter, Long Leather	fine	Dining								7.0	Homestead	7.0
Wood Elf Cup, Ceramic	fine	Hearth		4.0							Homestead	4.0
Wood Elf Cup, Chipped	fine	Hearth		4.0							Homestead	4.0
Wood Elf Cup, Striped	fine	Hearth		4.0							Homestead	4.0
Wood Elf Divider, Narrow	fine	Suite								6.0	Homestead	6.0
Wood Elf Divider, Relaxed	superior	Suite		6.0			7.0			10.0	Homestead	23.0
Wood Elf Divider, Stretched	fine	Suite								5.0	Homestead	5.0
Wood Elf Divider, Taut	superior	Suite		4.0			5.0			9.0	Homestead	18.0
Wood Elf Fish Dish	epic	Hearth		10.0		8.0		6.0			Homestead	24.0
Wood Elf Grinding Stone	fine	Hearth				5.0					Homestead	5.0
Wood Elf Hammock, Double	superior	Suite		4.0			5.0			9.0	Homestead	18.0
Wood Elf Hammock, Single	superior	Suite		7.0			7.0			11.0	Homestead	25.0
Wood Elf Hearth, Forest	epic	Undercroft	8.0			12.0		8.0			Homestead	28.0
Wood Elf Hide, Heavy	fine	Undercroft								6.0	Homestead	6.0
Wood Elf Pedestal, Engraved	fine	Undercroft				7.0					Homestead	7.0
Wood Elf Pitcher, Ceramic	superior	Hearth	5.0	8.0				6.0			Homestead	19.0
Wood Elf Pitcher, Chipped	superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Wood Elf Pitcher, Marked	superior	Hearth	5.0	8.0				6.0			Homestead	19.0
Wood Elf Pitcher, Painted	superior	Hearth	5.0	7.0				5.0			Homestead	17.0
Wood Elf Rack, Brace	fine	Hearth					5.0				Homestead	5.0
Wood Elf Rack, Double	superior	Library		6.0			6.0			9.0	Homestead	21.0
Wood Elf Rack, Dried Fish	epic	Hearth		9.0		7.0	7.0				Homestead	23.0
Wood Elf Rack, Dried Meat	epic	Hearth		9.0		7.0	7.0				Homestead	23.0
Wood Elf Rack, Meat	epic	Hearth	7.0	10.0				7.0			Homestead	24.0
Wood Elf Rack, Single	superior	Library					8.0			5.0	Homestead	13.0
Wood Elf Shelf, Tiered	fine	Library								6.0	Homestead	6.0
Wood Elf Skull and Bones	epic	Undercroft		10.0			7.0			7.0	Homestead	24.0
Wood Elf Stool, Leather	fine	Workshop								5.0	Homestead	5.0
Wood Elf Table, Formal	superior	Dining					7.0	6.0		10.0	Homestead	23.0
Wood Elf Table, Leather	fine	Dining								7.0	Homestead	7.0
Wood Elf Tapestry, Deer	epic	Parlor	6.0	6.0			8.0			12.0	Homestead	32.0
Wood Elf Tapestry, Painted	epic	Parlor	8.0				8.0			12.0	Homestead	28.0
Wood Elf Tapestry, Vine	epic	Parlor	8.0	8.0						12.0	Homestead	28.0
Wood Elf Tent, Frame	epic	Structures		10.0			14.0			8.0	Homestead	32.0
Wood Elf Tent, Sturdy	superior	Structures		4.0			6.0			9.0	Homestead	19.0
Wood Elf Throne, Vine	legendary	Gallery	9.0			13.0	15.0		13.0		Homestead	50.0
Wood Elf Totem, Framed	epic	Undercroft		10.0			6.0			8.0	Homestead	24.0
Wood Elf Totem, Skull	epic	Undercroft		10.0			7.0			7.0	Homestead	24.0
Wood Elf Trough, Slop	epic	Hearth		10.0		7.0		7.0			Homestead	24.0
Wood Elf Urn, Deer	fine	Hearth		5.0							Homestead	5.0
Wood Elf Urn, Scratched	fine	Hearth		5.0							Homestead	5.0
Wood Elf Vase, Chipped	superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vase, Painted	superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vase, Swirled	fine	Parlor		4.0							Homestead	4.0
Wood Elf Vessel, Tiered Ceramic	superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Vessel, Tiered Painted	superior	Parlor		9.0		6.0		6.0			Homestead	21.0
Wood Elf Wall Hide, Fur	fine	Undercroft								6.0	Homestead	6.0
Wood Elf Wall Hide, Pierced	fine	Undercroft								7.0	Homestead	7.0
Wood Elf Wall Hide, Spotted	fine	Undercroft								7.0	Homestead	7.0
Alinor Easel, Carved	 legendary	Gallery	10.0	10.0			15.0	15.0			Ascending Tide	50.0
Alinor Painting, Unfinished	 legendary	Gallery	13.0	10.0			11.0		15.0		Lost Depths	49.0
Blackwood Cottage Painting, Unframed	 legendary	Gallery	13.0	11.0			11.0			13.0	Waking Flame	48.0
Blackwood Provisioning Station	 legendary	Services	10.0	11.0		13.0	15.0				Ascending Tide	49.0
Book Stack, Well-Read	 fine	Library								5.0	High Isle	5.0
Deadlands Archway	 epic	Structures			7.0	13.0				7.0	Deadlands	27.0
Deadlands Brazier, Bladed	 superior	Lighting				6.0		9.0			Blackwood	15.0
Deadlands Puzzle Cube	 legendary	Undercroft	12.0		8.0	15.0		15.0			Ascending Tide	50.0
Deadlands Tapestry, Mehrunes Dagon	 legendary	Parlor	13.0		8.0			13.0	15.0		Ascending Tide	49.0
Deadlands Throne	 legendary	Gallery	10.0			13.0	15.0	15.0			Ascending Tide	53.0
Dwarven Pipeline, Column	 superior	Workshop				7.0		9.0			Morrowind / Clockwork	16.0
Fargrave Balcony	 superior	Structures					9.0	6.0			Ascending Tide	15.0
Fargrave Book Stack, Levitating	 epic	Library	9.0			7.0				13.0	Deadlands	29.0
Fargrave Canopy, Massive	 superior	Structures					6.0		9.0		Ascending Tide	15.0
Fargrave Colonnade Pillar, Tall	 superior	Courtyard	6.0			9.0					Ascending Tide	15.0
Fargrave Defensive Spike, Corner	 superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Defensive Spike, Curved	 superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Defensive Spike, Straight	 superior	Structures				6.0		9.0			Ascending Tide	15.0
Fargrave Door	 superior	Structures					9.0	6.0			Ascending Tide	15.0
Fargrave Facade, Huge	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Platform, Square	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Post, Garden Wall	 fine	Courtyard				5.0					Ascending Tide	5.0
Fargrave Stairway, Stone	 fine	Structures				5.0					Ascending Tide	5.0
Fargrave Stairway, Wide Stone	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Exterior	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Garden	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Wall, Interior	 superior	Structures	6.0			9.0					Ascending Tide	15.0
Fargrave Water Globules, Static	 legendary	Lighting	13.0	11.0		13.0					Ascending Tide	37.0
High Isle Archway, Carved	 superior	Structures				6.0	9.0				Lost Depths	15.0
High Isle Basket, Woven	 fine	Hearth					5.0				High Isle	5.0
High Isle Beacon, Unlit	 legendary	Workshop	10.0		9.0		15.0	15.0			Lost Depths	49.0
High Isle Bed, Canopy Full	 superior	Suite					6.0		9.0		High Isle	15.0
High Isle Bed, Single	 fine	Suite							5.0		High Isle	5.0
High Isle Bench, Padded	 superior	Dining					9.0		6.0		High Isle	15.0
High Isle Bench, Sturdy	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Bookcase, Carved Filled	 superior	Library		5.0			9.0				High Isle	14.0
High Isle Bookcase, Wide Carved Filled	 epic	Library		6.0			13.0			10.0	High Isle	29.0
High Isle Brazier, Bowl	 fine	Lighting						5.0			High Isle	5.0
High Isle Brazier, Standing	 superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Caravel, Miniature	 legendary	Gallery	10.0				15.0		15.0		Lost Depths	40.0
High Isle Carpet, Ballroom	 superior	Parlor		5.0					9.0		High Isle	14.0
High Isle Chair, Ornate	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Chair, Sturdy	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Counter, Rustic	 fine	Dining					5.0				High Isle	5.0
High Isle Counter, Sturdy	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Crab, Steamed	 superior	Hearth	6.0	7.0							High Isle	13.0
High Isle Crab, Steamed Pile	 epic	Hearth	9.0	10.0						7.0	High Isle	26.0
High Isle Cup, Full	 fine	Hearth						5.0			High Isle	5.0
High Isle Divider, Ornate	 epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Door, Sturdy	 superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Door, Turquoise	 superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Doorway, Half-Timber	 fine	Structures				5.0					Lost Depths	5.0
High Isle Doorway, Plaster	 fine	Structures				5.0					Lost Depths	5.0
High Isle Dresser, Carved	 epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Dresser, Rustic	 fine	Suite					5.0				High Isle	5.0
High Isle End Table, Carved	 superior	Parlor		5.0			9.0				High Isle	14.0
High Isle Goblet, Empty	 fine	Hearth						5.0			High Isle	5.0
High Isle Hearth, Tilework	 legendary	Structures				15.0	15.0	13.0			Lost Depths	43.0
High Isle Herb Rack, Ladder	 superior	Hearth	8.0				6.0				High Isle	14.0
High Isle Hourglass, Gold	 legendary	Parlor	13.0	10.0	10.0						Lost Depths	33.0
High Isle Lantern, Table	 superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Mirror, Standing	 epic	Suite			6.0		10.0	13.0			High Isle	29.0
High Isle Mussel, Steamed Pile	 superior	Hearth	6.0	7.0							High Isle	13.0
High Isle Nightstand, Ornate	 superior	Suite		5.0			9.0				High Isle	14.0
High Isle Pillar, Ornate	 superior	Courtyard	6.0				9.0				Lost Depths	15.0
High Isle Plate, Compass Rose Setting	 superior	Hearth		5.0			9.0				High Isle	14.0
High Isle Platform, Tilework	 superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Platform, Wooden Rectangle	 fine	Structures					5.0				Lost Depths	5.0
High Isle Platform, Wooden Square	 superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Railing, Carved	 superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Railing Post, Carved	 superior	Courtyard	6.0				9.0				Lost Depths	15.0
High Isle Rug, Octagonal	 fine	Parlor							5.0		High Isle	5.0
High Isle Sconce, Glass	 superior	Lighting				6.0		9.0			High Isle	15.0
High Isle Sconce, Ornate	 epic	Lighting				10.0	7.0	13.0			High Isle	30.0
High Isle Serving Platter, Silver	 epic	Hearth		8.0	6.0			13.0			High Isle	27.0
High Isle Stairway, Large Castle	 superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Stairway, Tilework	 epic	Structures	7.0			13.0	10.0				Lost Depths	30.0
High Isle Stool, Cushioned	 epic	Workshop		6.0			13.0		10.0		High Isle	29.0
High Isle Stool, Rustic	 fine	Workshop					5.0				High Isle	5.0
High Isle Stool, Sturdy	 superior	Workshop		5.0			9.0				High Isle	14.0
High Isle Streetlight, Paired	 superior	Lighting					9.0	6.0			High Isle	15.0
High Isle Table, Compass Rose	 epic	Dining	7.0	8.0			13.0				High Isle	28.0
High Isle Table, Ornate	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Table, Rustic	 fine	Dining					5.0				High Isle	5.0
High Isle Table, Sturdy	 superior	Dining		5.0			9.0				High Isle	14.0
High Isle Tapestry, Seaside Tourney	 legendary	Parlor	13.0	10.0					15.0		Lost Depths	38.0
High Isle Tea Table, Round Wheel	 epic	Parlor	7.0	8.0			13.0				High Isle	28.0
High Isle Trunk, Ornate	 epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Trunk, Sturdy	 superior	Suite		5.0			9.0				High Isle	14.0
High Isle Turret, Conical Castle	 epic	Structures	7.0			13.0	10.0				Lost Depths	30.0
High Isle Walkway, Balcony	 superior	Structures	6.0				9.0				Lost Depths	15.0
High Isle Walkway, Curved Castle	 superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Walkway, Straight Castle	 superior	Structures	6.0			9.0					Lost Depths	15.0
High Isle Wall Mirror, Gilded	 epic	Suite			9.0		7.0	10.0			High Isle	26.0
High Isle Wall, Half-Timber	 fine	Structures				5.0					Lost Depths	5.0
High Isle Wall, Thin Castle	 fine	Structures				5.0					Lost Depths	5.0
High Isle Wardrobe, Compass Rose	 epic	Suite	7.0	8.0			13.0				High Isle	28.0
High Isle Wardrobe, Rustic	 fine	Suite					5.0				High Isle	5.0
High Isle Window, Turquoise	 superior	Structures	8.0				6.0				Lost Depths	14.0
Leyawiin Armoire, Formal	 epic	Suite	9.0		6.0		13.0				Blackwood	28.0
Leyawiin Wall, Castle	 superior	Structures				9.0	6.0				Deadlands	15.0
Potted Trees, Stonelore Dogwood	 legendary	Conservatory	13.0	10.0	8.0	15.0					Lost Depths	46.0
Psijic Banner, Long	 epic	Parlor	6.0		6.0	7.0			12.0		Summerset	31.0
Shark Jaw, Massive	 legendary	Gallery	12.0	11.0						15.0	Lost Depths	38.0
Solitude Game, Blood-On-The-Snow	 legendary	Parlor	13.0		9.0		15.0				Stonethorn	37.0
Stool, Carved	 fine	Workshop					5.0	3.0			Homestead	8.0
Druidic Bed, Ivy Stone Double	 epic	Suite		6.0		13.0				10.0	Firesong	29.0
Druidic Bed, Ivy Stone Single	 superior	Suite	6.0			9.0					Firesong	15.0
Druidic Bed, Wood Single	 superior	Suite					6.0		9.0		Firesong	15.0
Druidic Bench, Curved Stone	 superior	Dining	6.0			9.0					Firesong	15.0
Druidic Bench, Ivy Curved Stone	 epic	Dining	9.0	6.0		13.0					Firesong	28.0
Druidic Bench, Ivy Stone	 superior	Dining	6.0			9.0					Firesong	15.0
Druidic Bookcase, Short Stone	 fine	Library				5.0					Firesong	5.0
Druidic Bookcase, Tall Stone	 superior	Library	6.0			9.0					Firesong	15.0
Druidic Bookcase, Tall Wood	 superior	Library		5.0			9.0				Firesong	14.0
Druidic Bowl, Clay	 fine	Hearth		4.0							Firesong	4.0
Druidic Cage, Ivy Wood	 superior	Workshop	6.0				9.0				Firesong	15.0
Druidic Chair, Stone	 fine	Dining				5.0					Firesong	5.0
Druidic Chair, Wood	 fine	Dining					5.0				Firesong	5.0
Druidic Chandelier, Firesong	 epic	Lighting	7.0	10.0		10.0					Firesong	27.0
Druidic Dresser, Ivy Open Stone	 superior	Suite	6.0			9.0					Firesong	15.0
Druidic Dresser, Open Stone	 superior	Suite	6.0			9.0					Firesong	15.0
Druidic End Table, Ivy Stone	 superior	Parlor	6.0			9.0					Firesong	15.0
Druidic Game, Marble Maze	 superior	Parlor	6.0			9.0					Firesong	15.0
Druidic Gourd Bird Feeder	 fine	Courtyard		4.0							Firesong	4.0
Druidic Gourd Candle, Hanging	 superior	Lighting		7.0		6.0					Firesong	13.0
Druidic Gourd Candles, Stone	 superior	Lighting		5.0		9.0					Firesong	14.0
Druidic Hearth, Stone	 epic	Lighting	7.0			13.0	10.0				Firesong	30.0
Druidic Incense Burner, Clay	 epic	Undercroft	9.0	10.0		7.0					Firesong	26.0
Druidic Meditation Stones, Tall	 superior	Courtyard	6.0			9.0					Firesong	15.0
Druidic Mug, Clay	 fine	Hearth		4.0							Firesong	4.0
Druidic Nightstand, Stone	 fine	Suite				5.0					Firesong	5.0
Druidic Pillow, Woven	 fine	Suite							5.0		Firesong	5.0
Druidic Pot, Clay	 superior	Hearth	6.0	7.0							Firesong	13.0
Druidic Sculpture, Sphere	 epic	Courtyard	7.0			13.0	10.0				Firesong	30.0
Druidic Statue, Planter	 epic	Courtyard	9.0	6.0		13.0					Firesong	28.0
Druidic Table, Stone	 superior	Dining	6.0			9.0					Firesong	15.0
Druidic Table, Wood	 fine	Dining					5.0				Firesong	5.0
Druidic Tapestry, Woven	 superior	Parlor		5.0					9.0		Firesong	14.0
Druidic Trunk, Stone	 epic	Suite	9.0		6.0	13.0					Firesong	28.0
Druidic Wall Stone, Fertility	 superior	Gallery	6.0			9.0					Firesong	15.0
Druidic Wall Stone, Flame	 superior	Gallery	6.0			9.0					Firesong	15.0
Druidic Wall Stone, Spirits	 superior	Gallery	6.0			9.0					Firesong	15.0
Druidic Wind Chimes, Gourd	 epic	Courtyard		10.0		7.0			10.0		Firesong	27.0
Druidic Wind Chimes, Stone	 superior	Courtyard				6.0			9.0		Firesong	15.0
Firesong Bookcase, Short Lava	 epic	Library	9.0			13.0		7.0			Firesong	29.0
Firesong Bookcase, Tall Lava	 epic	Library	9.0			13.0		7.0			Firesong	29.0
Firesong Chair, Lava	 superior	Dining	6.0			9.0					Firesong	15.0
Firesong Lava Shelf, Tall	 superior	Dining	6.0			9.0					Firesong	15.0
Firesong Throne, Lava	 legendary	Gallery	13.0		8.0	15.0		13.0			Firesong	49.0
High Isle Censer, Metal	 epic	Undercroft	7.0		7.0			13.0			Firesong	27.0
High Isle Dresser, Wood	 epic	Suite		8.0			13.0	7.0			Firesong	28.0
High Isle Fountain, Wall	 epic	Courtyard	9.0			13.0		7.0			Firesong	29.0
High Isle Nightstand, Dainty Wood	 fine	Suite					5.0				Firesong	5.0
High Isle Nightstand, Wood	 superior	Suite		5.0			9.0				Firesong	14.0
High Isle Teapot, Copper	 epic	Hearth	9.0				7.0	13.0			Firesong	29.0
